cosponsor,sponsor,bill
"Rep. Mann, Tracey [R-KS]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Massie, Thomas [R-KY]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Mast, Brian J. [R-FL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. McClain, Lisa C. [R-MI]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. McClintock, Tom [R-CA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. McKinley, David B. [R-WV]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. McMorris Rodgers, Cathy [R-WA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Miller, Mary E. [R-IL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Miller-Meeks, Mariannette [R-IA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Mooney, Alexander X. [R-WV]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Moore, Barry [R-AL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Murphy, Gregory [R-NC]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Nehls, Troy E. [R-TX]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Newhouse, Dan [R-WA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Norman, Ralph [R-SC]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Owens, Burgess [R-UT]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Palmer, Gary J. [R-AL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Perry, Scott [R-PA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Pfluger, August [R-TX]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Posey, Bill [R-FL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Reschenthaler, Guy [R-PA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Rogers, Mike D. [R-AL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Rosendale Sr., Matthew M. [R-MT]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Rouzer, David [R-NC]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Roy, Chip [R-TX]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Rutherford, John H. [R-FL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Scott, Austin [R-GA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Smith, Adrian [R-NE]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Smucker, Lloyd [R-PA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Spartz, Victoria [R-IN]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Steel, Michelle [R-CA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Steube, W. Gregory [R-FL]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Taylor, Van [R-TX]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Tenney, Claudia [R-NY]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Thompson, Glenn [R-PA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Tiffany, Thomas P. [R-WI]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Van Drew, Jefferson [R-NJ]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Van Duyne, Beth [R-TX]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Walberg, Tim [R-MI]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Walorski, Jackie [R-IN]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Wilson, Joe [R-SC]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Wittman, Robert J. [R-VA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Young, Don [R-AK]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Williams, Roger [R-TX]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Scalise, Steve [R-LA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Stewart, Chris [R-UT]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Hice, Jody B. [R-GA]","Rep. Cammack, Kat [R-FL]",HR 1776
"Rep. Hartzler, Vicky [R-MO]","Rep. Stefanik, Elise M. [R-NY]",HR 1777
"Rep. Waltz, Michael [R-FL]","Rep. Stefanik, Elise M. [R-NY]",HR 1777
"Rep. Crenshaw, Dan [R-TX]","Rep. Stefanik, Elise M. [R-NY]",HR 1777
"Rep. Turner, Michael R. [R-OH]","Rep. Stefanik, Elise M. [R-NY]",HR 1777
"Rep. Steube, W. Gregory [R-FL]","Rep. Stefanik, Elise M. [R-NY]",HR 1777
"Rep. Gaetz, Matt [R-FL]","Rep. Stefanik, Elise M. [R-NY]",HR 1777
"Rep. Steel, Michelle [R-CA]","Rep. Stefanik, Elise M. [R-NY]",HR 1777
"Rep. Rosendale Sr., Matthew M. [R-MT]","Rep. Stewart, Chris [R-UT]",HR 1778
"Rep. Owens, Burgess [R-UT]","Rep. Stewart, Chris [R-UT]",HR 1778
"Rep. Newhouse, Dan [R-WA]","Rep. Stewart, Chris [R-UT]",HR 1778
"Rep. Gosar, Paul A. [R-AZ]","Rep. Stewart, Chris [R-UT]",HR 1778
"Rep. Herrell, Yvette [R-NM]","Rep. Stewart, Chris [R-UT]",HR 1778
"Rep. Rosendale Sr., Matthew M. [R-MT]","Rep. Stewart, Chris [R-UT]",HR 1779
"Rep. Owens, Burgess [R-UT]","Rep. Stewart, Chris [R-UT]",HR 1779
"Rep. Newhouse, Dan [R-WA]","Rep. Stewart, Chris [R-UT]",HR 1779
"Rep. Gosar, Paul A. [R-AZ]","Rep. Stewart, Chris [R-UT]",HR 1779
"Rep. Herrell, Yvette [R-NM]","Rep. Stewart, Chris [R-UT]",HR 1779
"Rep. Rush, Bobby L. [D-IL]","Rep. Walberg, Tim [R-MI]",HR 1781
"Rep. Beyer, Donald S., Jr. [D-VA]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Rep. Castor, Kathy [D-FL]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Rep. Connolly, Gerald E. [D-VA]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Rep. Khanna, Ro [D-CA]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Rep. Hastings, Alcee L. [D-FL]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Rep. Neguse, Joe [D-CO]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Wexton, Jennifer [D-VA]",HR 1782
"Rep. Pallone, Frank, Jr. [D-NJ]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Doyle, Michael F. [D-PA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Axne, Cynthia [D-IA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Bishop, Sanford D., Jr. [D-GA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Blunt Rochester, Lisa [D-DE]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Bustos, Cheri [D-IL]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Butterfield, G. K. [D-NC]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Craig, Angie [D-MN]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Delgado, Antonio [D-NY]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Eshoo, Anna G. [D-CA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Kahele, Kaiali'i [D-HI]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Kind, Ron [D-WI]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Kirkpatrick, Ann [D-AZ]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Khanna, Ro [D-CA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Kuster, Ann M. [D-NH]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Leger Fernandez, Teresa [D-NM]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Malinowski, Tom [D-NJ]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. McEachin, A. Donald [D-VA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. McNerney, Jerry [D-CA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Meng, Grace [D-NY]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Morelle, Joseph D. [D-NY]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. O'Halleran, Tom [D-AZ]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Pocan, Mark [D-WI]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Sewell, Terri A. [D-AL]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Spanberger, Abigail Davis [D-VA]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Torres, Ritchie [D-NY]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Trone, David J. [D-MD]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Underwood, Lauren [D-IL]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Veasey, Marc A. [D-TX]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Welch, Peter [D-VT]","Rep. Clyburn, James E. [D-SC]",HR 1783
"Rep. Castro, Joaquin [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Cooper, Jim [D-TN]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Crist, Charlie [D-FL]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Cuellar, Henry [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Deutch, Theodore E. [D-FL]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Escobar, Veronica [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Fletcher, Lizzie [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Green, Al [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Hastings, Alcee L. [D-FL]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Jackson Lee, Sheila [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Johnson, Eddie Bernice [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Sewell, Terri A. [D-AL]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Williams, Nikema [D-GA]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Garcia, Sylvia R. [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Thompson, Bennie G. [D-MS]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Scott, David [D-GA]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Wasserman Schultz, Debbie [D-FL]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Butterfield, G. K. [D-NC]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Cohen, Steve [D-TN]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Moore, Gwen [D-WI]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Gonzalez, Vicente [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Vela, Filemon [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1784
"Rep. Barragan, Nanette Diaz [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Beatty, Joyce [D-OH]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Blumenauer, Earl [D-OR]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Bonamici, Suzanne [D-OR]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Boyle, Brendan F. [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Bustos, Cheri [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Chu, Judy [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Cicilline, David N. [D-RI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Cleaver, Emanuel [D-MO]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Cohen, Steve [D-TN]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Cooper, Jim [D-TN]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Courtney, Joe [D-CT]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Crist, Charlie [D-FL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Crow, Jason [D-CO]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Davis, Danny K. [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. DeFazio, Peter A. [D-OR]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. DeLauro, Rosa L. [D-CT]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. DeSaulnier, Mark [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Deutch, Theodore E. [D-FL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Dingell, Debbie [D-MI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Doyle, Michael F. [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Eshoo, Anna G. [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Espaillat, Adriano [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Evans, Dwight [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Foster, Bill [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Gallego, Ruben [D-AZ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Garamendi, John [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Garcia, Jesus G. ""Chuy"" [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Gomez, Jimmy [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Grijalva, Raúl M. [D-AZ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Hastings, Alcee L. [D-FL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Hayes, Jahana [D-CT]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Higgins, Brian [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Huffman, Jared [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Jackson Lee, Sheila [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Jayapal, Pramila [D-WA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Jeffries, Hakeem S. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Johnson, Eddie Bernice [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Kaptur, Marcy [D-OH]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Kelly, Robin L. [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Khanna, Ro [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Kim, Andy [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Kirkpatrick, Ann [D-AZ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Langevin, James R. [D-RI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Lamb, Conor [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Lawrence, Brenda L. [D-MI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Lee, Barbara [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Levin, Andy [D-MI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Lowenthal, Alan S. [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Luria, Elaine G. [D-VA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Lynch, Stephen F. [D-MA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. McCollum, Betty [D-MN]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. McGovern, James P. [D-MA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Mrvan, Frank J. [D-IN]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Meeks, Gregory W. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Meng, Grace [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Jones, Mondaire [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Moulton, Seth [D-MA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Mfume, Kweisi [D-MD]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Nadler, Jerrold [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Napolitano, Grace F. [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Neguse, Joe [D-CO]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Norcross, Donald [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Omar, Ilhan [D-MN]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Pallone, Frank, Jr. [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Panetta, Jimmy [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Pappas, Chris [D-NH]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Perlmutter, Ed [D-CO]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Pingree, Chellie [D-ME]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Pocan, Mark [D-WI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Porter, Katie [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Pressley, Ayanna [D-MA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Raskin, Jamie [D-MD]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Roybal-Allard, Lucille [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Ryan, Tim [D-OH]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Sarbanes, John P. [D-MD]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Scanlon, Mary Gay [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Schakowsky, Janice D. [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Sherman, Brad [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Sires, Albio [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Suozzi, Thomas R. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Takano, Mark [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Titus, Dina [D-NV]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Tlaib, Rashida [D-MI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Tonko, Paul [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Velazquez, Nydia M. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Waters, Maxine [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Watson Coleman, Bonnie [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Welch, Peter [D-VT]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Wild, Susan [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Yarmuth, John A. [D-KY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Cartwright, Matt [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Pascrell, Bill, Jr. [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Bass, Karen [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Green, Al [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Scott, David [D-GA]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Case, Ed [D-HI]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Clarke, Yvette D. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Escobar, Veronica [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1785
"Rep. Blumenauer, Earl [D-OR]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Cohen, Steve [D-TN]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Davis, Danny K. [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. DeFazio, Peter A. [D-OR]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. DeLauro, Rosa L. [D-CT]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Garamendi, John [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Grijalva, Raúl M. [D-AZ]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Jayapal, Pramila [D-WA]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Johnson, Eddie Bernice [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Mfume, Kweisi [D-MD]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Nadler, Jerrold [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Raskin, Jamie [D-MD]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Sarbanes, John P. [D-MD]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Schakowsky, Janice D. [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Tonko, Paul [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Waters, Maxine [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Watson Coleman, Bonnie [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Cartwright, Matt [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 1786
"Rep. Harris, Andy [R-MD]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Hudson, Richard [R-NC]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Davidson, Warren [R-OH]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Good, Bob [R-VA]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Biggs, Andy [R-AZ]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Rosendale Sr., Matthew M. [R-MT]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Perry, Scott [R-PA]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Gohmert, Louie [R-TX]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Carter, Earl L. ""Buddy"" [R-GA]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Loudermilk, Barry [R-GA]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Hice, Jody B. [R-GA]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Allen, Rick W. [R-GA]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Tenney, Claudia [R-NY]","Rep. Clyde, Andrew S. [R-GA]",HR 1787
"Rep. Carson, Andre [D-IN]","Rep. Pence, Greg [R-IN]",HR 1788
"Rep. Gottheimer, Josh [D-NJ]","Rep. Amodei, Mark E. [R-NV]",HR 1789
"Rep. Stivers, Steve [R-OH]","Rep. Amodei, Mark E. [R-NV]",HR 1789
"Rep. Beatty, Joyce [D-OH]","Rep. Amodei, Mark E. [R-NV]",HR 1789
"Rep. Taylor, Van [R-TX]","Rep. Amodei, Mark E. [R-NV]",HR 1789
"Rep. Budd, Ted [R-NC]","Rep. Amodei, Mark E. [R-NV]",HR 1789
"Rep. Balderson, Troy [R-OH]","Rep. Amodei, Mark E. [R-NV]",HR 1789
"Rep. Matsui, Doris O. [D-CA]","Rep. Axne, Cynthia [D-IA]",HR 1790
"Rep. Horsford, Steven [D-NV]","Rep. Axne, Cynthia [D-IA]",HR 1790
"Rep. Cárdenas, Tony [D-CA]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1791
"Rep. Rush, Bobby L. [D-IL]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1791
"Rep. Bishop, Sanford D., Jr. [D-GA]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1791
"Rep. Hastings, Alcee L. [D-FL]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1791
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1791
"Rep. Cohen, Steve [D-TN]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1791
"Rep. Cárdenas, Tony [D-CA]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1792
"Rep. Rush, Bobby L. [D-IL]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1792
"Rep. Bishop, Sanford D., Jr. [D-GA]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1792
"Rep. Hastings, Alcee L. [D-FL]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1792
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1792
"Rep. Cohen, Steve [D-TN]","Rep. Barragan, Nanette Diaz [D-CA]",HR 1792
"Rep. Davis, Danny K. [D-IL]","Rep. Bass, Karen [D-CA]",HR 1793
"Rep. McGovern, James P. [D-MA]","Rep. Bass, Karen [D-CA]",HR 1793
"Rep. Bacon, Don [R-NE]","Rep. Bass, Karen [D-CA]",HR 1794
"Rep. Langevin, James R. [D-RI]","Rep. Bass, Karen [D-CA]",HR 1794
"Rep. Lawrence, Brenda L. [D-MI]","Rep. Bass, Karen [D-CA]",HR 1794
"Rep. Hastings, Alcee L. [D-FL]","Rep. Bass, Karen [D-CA]",HR 1794
"Rep. Wagner, Ann [R-MO]","Rep. Blumenauer, Earl [D-OR]",HR 1797
